run_id,dataset_name,metric,value
2022-09-11 06:06:15.783683,dataset_37,metrics75,0.27416241427951094
2022-09-11 06:06:15.783683,dataset_37,metrics141,0.02877702842045482
2022-09-11 06:06:15.783683,dataset_48,metrics70,0.457143071264258
2022-09-11 06:06:15.783683,dataset_13,metrics72,0.1535797127937164
2022-09-11 06:06:15.783683,dataset_1,metrics1,0.5492589550063833
2022-09-11 06:06:15.783683,dataset_33,metrics33,0.28978833121122605
2022-09-11 06:06:15.783683,dataset_4,metrics68,0.9001315339341159
2022-09-19 08:26:02.380953,dataset_8,metrics57,0.49841605833893343
2022-09-19 08:26:02.380953,dataset_5,metrics146,0.4527351235997076
2022-09-19 08:26:02.380953,dataset_26,metrics26,0.5574704666982073
2022-09-19 08:26:02.380953,dataset_45,metrics109,0.8886522087819834
2022-09-21 22:08:10.158740,dataset_49,metrics49,0.056231818972760195
2022-09-21 22:08:10.158740,dataset_47,metrics86,0.20912451176803692
2022-09-21 22:08:10.158740,dataset_26,metrics116,0.8944296383335878
2022-09-21 22:08:10.158740,dataset_39,metrics39,0.3844890890028386
2022-09-21 22:08:10.158740,dataset_23,metrics51,0.779343516473053
2022-09-21 22:08:10.158740,dataset_48,metrics48,0.8243172844505461
2022-09-21 22:08:10.158740,dataset_5,metrics5,0.5373883308387296
2022-09-30 22:35:02.201863,dataset_45,metrics102,0.012039352230381883
2022-09-30 22:35:02.201863,dataset_24,metrics24,0.6548377590679356
2022-09-30 22:35:02.201863,dataset_3,metrics60,0.016976808003735133
2022-09-30 22:35:02.201863,dataset_33,metrics148,0.7769483020089882
2022-09-30 22:35:02.201863,dataset_32,metrics96,0.2890192320546541
2022-09-30 22:35:02.201863,dataset_5,metrics89,0.9614749468731781
2022-10-01 03:45:27.795468,dataset_29,metrics136,0.42041702223517363
2022-10-01 03:45:27.795468,dataset_43,metrics65,0.470144371867923
2022-10-01 03:45:27.795468,dataset_47,metrics103,0.260371219651074
2022-10-01 03:45:27.795468,dataset_28,metrics28,0.2113357498165126
2022-10-01 03:45:27.795468,dataset_36,metrics36,0.573473272304445
2022-10-02 13:38:56.953843,dataset_8,metrics8,0.48982213120224116
2022-10-02 13:38:56.953843,dataset_48,metrics95,0.32479215654527127
2022-10-02 13:38:56.953843,dataset_3,metrics122,0.22130637630687855
2022-10-02 13:38:56.953843,dataset_49,metrics84,0.6741389670978953
2022-10-02 13:38:56.953843,dataset_30,metrics30,0.08946769121295539
2022-10-02 13:38:56.953843,dataset_17,metrics64,0.5110285366013703
2022-10-08 19:02:17.779582,dataset_18,metrics18,0.23639837373835915
2022-10-08 19:02:17.779582,dataset_21,metrics138,0.6423445714447116
2022-10-08 19:02:17.779582,dataset_35,metrics124,0.2815354283857008
2022-10-08 19:02:17.779582,dataset_5,metrics123,0.21907769770831287
2022-10-08 19:02:17.779582,dataset_16,metrics85,0.6374961823874536
2022-10-15 05:47:56.298946,dataset_14,metrics14,0.05724254685581709
2022-10-15 05:47:56.298946,dataset_46,metrics140,0.4946873023013406
2022-10-15 05:47:56.298946,dataset_30,metrics63,0.4538149428149406
2022-10-15 05:47:56.298946,dataset_46,metrics114,0.46865142960372286
2022-10-20 06:35:11.540598,dataset_22,metrics73,0.3798102494471032
2022-10-20 06:35:11.540598,dataset_16,metrics120,0.5578808755426415
2022-10-20 06:35:11.540598,dataset_11,metrics11,0.20509131658394097
